Sample__ID,Landcover,Hill__side,Date,Time,Scientific__name,Common_name_species,DBH (cm),Average_DBH_plot,STD_DBH_Plot,Average_DBH_Landcovertype,STD_DBH_Landcover,Basal area cm2,Cumulative_Basal_Area_perPlot,Cumulative_Basal_Area_Hectar,Average_BasalArea_Per_Ha,STD_BasalArea,Height (m),Average_Height_Plot,Average_Height_Landcovertype,STD_Height,Native,AGB Chave 2014 Eq. 4 (kg),AGB Chave Eq. 2005,AGB_Total_individual,Carbon_Stock_individual (kg),Cumulative_AGB_Plot,Cumulative_AGB_Per_Ha,Average_Biomass,STD_AGB,Average_AGC,STD_AGC,Weather,Latitudine_field_data,Longitudine_field_data,SOC,Total__N,Available__P,Air__T,Air__humidity,Soil_T,Soil_h,Soil_pH,Grass__cover,Shrubs__cover,Tree__cover,Average_densiometer_per_landcovertype,Barangay,Elevation,Mean_elevation,pH_kit
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,6.4,NA,NA,,,32.17408,,,,,NA,,,,N,NA,8.827796384,8.827796384,4.1490643,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,7.5,NA,NA,,,44.184375,,,,,NA,,,,N,NA,13.40415128,13.40415128,6.299951102,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,10.2,NA,NA,,,81.72342,,,,,NA,,,,N,NA,30.26512801,30.26512801,14.22461016,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,6.9,NA,NA,,,37.397655,,,,,NA,,,,N,NA,10.75873221,10.75873221,5.056604139,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Gmelina Arborea,Gmelina Arboria,16.9,NA,NA,,,224.346655,,,,,11.8,,,,E,81.89774868,115.5514866,81.89774868,38.49194188,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,5,NA,NA,,,19.6375,,,,,NA,,,,N,NA,4.632729699,4.632729699,2.177382959,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Dendrocnide meyeniana,Lipang kalaban,5.2,NA,NA,,,21.23992,,,,,NA,,,,N,NA,5.114251998,5.114251998,2.403698439,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Gmelina Arborea,Gmelina Arboria,21.5,NA,NA,,,363.097375,,,,,17.3,,,,E,190.3413509,217.9304967,190.3413509,89.46043492,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,8.1,NA,NA,,,51.536655,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Dendrocnide meyeniana,Lipang kalaban,5.9,NA,NA,,,27.343255,,,,,NA,,,,N,NA,7.110704464,7.110704464,3.342031098,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,5.6,NA,NA,,,24.63328,,,,,NA,,,,N,NA,6.22277865,6.22277865,2.924705966,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Gmelina Arborea,Gmelina Arboria,23.9,NA,NA,,,448.685455,,,,,16.6,,,,E,224.7700662,287.5281791,224.7700662,105.6419311,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Gmelina Arborea,Gmelina Arboria,20.6,NA,NA,,,333.33478,,,,,NA,,,,E,NA,194.7756773,194.7756773,91.54456833,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,10.1,NA,NA,,,80.128855,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,15.4,NA,NA,,,186.28918,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,15.6,NA,NA,,,191.15928,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,11.2,NA,NA,,,98.53312,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Pipturus arborescens,Dalunot,5.7,NA,NA,,,25.520895,,,,,NA,,,,N,NA,6.49746349,6.49746349,3.05380784,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,9.9,NA,NA,,,76.986855,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,7.9,NA,NA,,,49.023055,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,5,NA,NA,,,19.6375,,,,,NA,,,,N,NA,4.632729699,4.632729699,2.177382959,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,NA,Unknown,9.7,NA,NA,,,73.907695,,,,,NA,,,,,NA,26.40504513,26.40504513,12.41037121,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Gmelina Arborea,Gmelina Arboria,35.3,NA,NA,,,978.803695,,,,,16.6,,,,E,481.2403076,787.9561573,481.2403076,226.1829446,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,7.2,NA,NA,,,40.72032,,,,,NA,,,,N,NA,12.03550736,12.03550736,5.656688459,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Leucyosyke capitellata,Anagasi,5.6,NA,NA,,,24.63328,,,,,NA,,,,N,NA,6.203902679,6.203902679,2.915834259,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Gmelina Arborea,Gmelina Arboria,38.9,NA,NA,,,1188.626455,,,,,19.4,,,,E,677.2614983,1008.717069,677.2614983,318.3129042,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Leucyosyke capitellata,Anagasi,5.3,NA,NA,,,22.064695,,,,,NA,,,,N,NA,5.374189755,5.374189755,2.525869185,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Leucyosyke capitellata,Anagasi,8.2,NA,NA,,,52.81702,,,,,NA,,,,N,NA,16.91779175,16.91779175,7.951362123,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,"Musa acuminata, Musa balbisiana (Musa spp.)",Banana,11,NA,NA,,,95.0455,,,,,NA,,,,N,NA,NA,NA,NA,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Pipturus arborescens,Dalunot,5.4,NA,NA,,,22.90518,,,,,NA,,,,N,NA,5.642372444,5.642372444,2.651915049,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Pipturus arborescens,Dalunot,6.2,NA,NA,,,30.19462,,,,,NA,,,,N,NA,8.097427794,8.097427794,3.805791063,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Ficus heteropoda,Alangas,46.3,NA,NA,,,1683.868495,,,,,NA,,,,N,NA,1417.739964,1417.739964,666.3377831,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Pipturus arborescens,Dalunot,5.2,NA,NA,,,21.23992,,,,,NA,,,,N,NA,5.114251998,5.114251998,2.403698439,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O2NB,24 years old,N,2/09/2024,10:33,Macaranga tanarius (Linn.),Binonga,9.4,NA,NA,,,69.40678,,,,,NA,,,,N,NA,24.36743689,24.36743689,11.45269534,,,,,0,0,"Cloudy, the day after a Sunday of heavy rain",HIDED,HIDED,NA,NA,NA,29.1,83.4,25.66666667,74.66666667,6.233333333,0-20,20-40,0-20,92.2,HIDED,363,,7.5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,5,10.31395349,9.771157298,,,19.6375,6742.896955,168572.4239,,,NA,13.33333333,,,E,NA,5.710108699,5.710108699,2.683751089,6281.874012,157046.8503,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Mallotus mollissimus ,Hanom-o,8.7,,,,,59.454495,,,,,NA,,,,N,NA,16.15543546,16.15543546,7.593054666,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,5,,,,,19.6375,,,,,NA,,,,E,NA,5.710108699,5.710108699,2.683751089,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,6.2,,,,,30.19462,,,,,NA,,,,E,NA,10.01091732,10.01091732,4.70513114,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,6.3,,,,,31.176495,,,,,NA,,,,E,NA,10.44010159,10.44010159,4.906847747,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,6.1,,,,,29.228455,,,,,NA,,,,E,NA,9.593093882,9.593093882,4.508754125,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,5.4,,,,,22.90518,,,,,NA,,,,E,NA,6.975711977,6.975711977,3.278584629,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,10.1,,,,,80.128855,,,,,NA,,,,E,NA,36.34051442,36.34051442,17.08004178,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,8.1,,,,,51.536655,,,,,NA,,,,E,NA,20.24757204,20.24757204,9.516358859,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,6.8,,,,,36.32152,,,,,NA,,,,E,NA,12.76080368,12.76080368,5.99757773,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Mallotus mollissimus ,Hanom-o,7.9,,,,,49.023055,,,,,NA,,,,N,NA,12.51563419,12.51563419,5.882348069,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Psydrax dicoccos Gaertn.,Bagosalak,6.9,,,,,37.397655,,,,,NA,,,,E,NA,12.0597882,12.0597882,5.668100454,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Homalanthus populneus,Balanti,7.7,,,,,46.572295,,,,,NA,,,,N,NA,12.69808831,12.69808831,5.968101506,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Radermachera pinnata,Banai-banai,7.9,,,,,49.023055,,,,,NA,,,,N,NA,16.44911922,16.44911922,7.731086033,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Macaranga tanarius (Linn.),Minonga,6.8,,,,,36.32152,,,,,NA,,,,N,NA,10.35310487,10.35310487,4.865959289,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Hibiscus tiliaceus,Malabago,6.7,,,,,35.261095,,,,,NA,,,,N,NA,13.19920721,13.19920721,6.203627389,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Hibiscus tiliaceus,Malabago,9.3,,,,,67.937895,,,,,6.4,,,,N,18.49521114,31.39764024,18.49521114,8.692749236,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,52.5,,,,,2165.034375,,,,,NA,,,,E,NA,2631.50703,2631.50703,1236.808304,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Vitex quinate,Kulipapa,13.8,,,,,149.59062,,,,,NA,,,,N,NA,83.24864571,83.24864571,39.12686348,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Commersonia bartramina (L.) Merr.,Suyapao,5.2,,,,,21.23992,,,,,NA,,,,N,NA,4.891216668,4.891216668,2.298871834,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,41.7,,,,,1365.898095,,,,,35.4,,,,E,1710.964805,1481.991007,1710.964805,804.1534584,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Breynia vitis-idaea,Tulog-tulog,5.7,,,,,25.520895,,,,,NA,,,,N,NA,7.305363108,7.305363108,3.433520661,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Mallotus mollissimus ,Hanom-o,7.7,,,,,46.572295,,,,,NA,,,,N,NA,11.69560766,11.69560766,5.4969356,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Psydrax dicoccos Gaertn.,Bagosalak,10,,,,,78.55,,,,,NA,,,,E,NA,32.1878069,32.1878069,15.12826924,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Leucyosyke capitellata,Anagasi,5.7,,,,,25.520895,,,,,NA,,,,N,NA,7.305363108,7.305363108,3.433520661,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,14.4,,,,,162.88128,,,,,NA,,,,E,NA,93.20039557,93.20039557,43.80418592,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,11,,,,,95.0455,,,,,NA,,,,E,NA,45.58583926,45.58583926,21.42534445,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,8.4,,,,,55.42488,,,,,NA,,,,E,NA,22.29297771,22.29297771,10.47769952,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Radermachera pinnata,Banai-banai,9.6,,,,,72.39168,,,,,7.3,,,,N,18.14944154,27.56477911,18.14944154,8.530237524,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,6.8,,,,,36.32152,,,,,NA,,,,E,NA,12.76080368,12.76080368,5.99757773,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Mallotus mollissimus ,Hanom-o,9.1,,,,,65.047255,,,,,NA,,,,N,NA,18.19932036,18.19932036,8.553680569,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Homalanthus populneus,Balanti,5.5,,,,,23.761375,,,,,NA,,,,N,NA,5.246577465,5.246577465,2.465891409,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Homalanthus populneus,Balanti,6.3,,,,,31.176495,,,,,NA,,,,N,NA,7.485355858,7.485355858,3.518117253,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Alstonia scholaris,Dita,5.5,,,,,23.761375,,,,,NA,,,,N,NA,5.384645293,5.384645293,2.530783288,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Mallotus mollissimus ,Hanom-o,6.2,,,,,30.19462,,,,,NA,,,,N,NA,6.610983138,6.610983138,3.107162075,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Psydrax dicoccos Gaertn.,Bagosalak,10.3,,,,,83.333695,,,,,NA,,,,E,NA,34.81529417,34.81529417,16.36318826,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Radermachera pinnata,Banai-banai,13.8,,,,,149.59062,,,,,10.3,,,,N,51.57506879,72.25354156,51.57506879,24.24028233,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Acacia mangium,Mangium,37.9,,,,,1128.300055,,,,,NA,,,,E,NA,1163.828322,1163.828322,546.9993113,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
O3SB,24 years old,S,5/09/2024,9:11,Artocarpus blancoi,Antipolo,5.2,,,,,21.23992,,,,,NA,,,,N,NA,5.129812603,5.129812603,2.411011923,,,,,0,0,Sunny/Cloudy/windy,HIDED,HIDED,NA,NA,NA,29,72.3,26.66666667,45,6.266666667,0-20,40-60,0-20,92.2,HIDED,270,,5
